"AffiliationId","AuthorId","PaperId","AuthorName","AffiliationName"
"0B78A057","04103A92","005DBE8C","phillip d walkington","sandia national laboratories"
"0B78A057","0997A1F8","005AA374","olga b spahn","sandia national laboratories"
"0B78A057","0CEB7653","827681","d m fleetwood","sandia national laboratories"
"0B78A057","120A6D57","00781EDC","gerard e sleefe","sandia national laboratories"
"0B78A057","1479355E","0048A1D6","janelle villone","sandia national laboratories"
"0B78A057","18164B50","006AF151","jason stamp","sandia national laboratories"
"0B78A057","2677285A","007F4668","w a hareland","sandia national laboratories"
"0B78A057","27C0B59C","0081EEE5","d k serkland","sandia national laboratories"
"0B78A057","27E52D70","0048A1D6","k hattar","sandia national laboratories"
"0B78A057","28C4A0AD","007F4668","richard j buss","sandia national laboratories"
"0B78A057","2A345336","0061668A","g allen vawter","sandia national laboratories"
"0B78A057","2A345336","0061668A","g allen vawter","sandia national laboratories"
"0B78A057","2F8E2638","0046DA31","f el gabaly","sandia national laboratories"
"0B78A057","375A0C23","0048A1D6","bernadette a hernandezsanchez","sandia national laboratories"
"0B78A057","37FBB1A3","0078739E","h q hou","sandia national laboratories"
"0B78A057","3AC34BED","004EEC6E","m e cuneo","sandia national laboratories"
"0B78A057","3B602273","0064301D","thomas j kulp","sandia national laboratories"
"0B78A057","3C260F8C","004EEC6E","e m waisman","sandia national laboratories"
"0B78A057","3C99F15D","827681","j r schwank","sandia national laboratories"
"0B78A057","3D6A7F07","004EEC6E","d b sinars","sandia national laboratories"
"0B78A057","3D7A219D","004AF5AA","thomas m conboy","sandia national laboratories"
"0B78A057","3E4139A6","0058830F","armando fresquez","sandia national laboratories"
"0B78A057","3E729758","0054703F","david g wilson","sandia national laboratories"
"0B78A057","3EB291A6","004AF5AA","stephen g wright","sandia national laboratories"
"0B78A057","3EBB0F3E","0054703F","rush d robinett","sandia national laboratories"
"0B78A057","3EE659BB","0048A1D6","f p doty","sandia national laboratories"
"0B78A057","3EEB9EF3","0058830F","michael montoya","sandia national laboratories"
"0B78A057","3EF7FF1F","007D7213","j a knapp","sandia national laboratories"
"0B78A057","3F2365DF","004EEC6E","b jones","sandia national laboratories"
"0B78A057","3F275C7F","004EEC6E","m jones","sandia national laboratories"
"0B78A057","3F2BD003","004AF5AA","gary rochau","sandia national laboratories"
"0B78A057","3F5A9593","005A63E8","r d horton","sandia national laboratories"
"0B78A057","3F90E219","0046DA31","n c bartelt","sandia national laboratories"
"0B78A057","3FBD29B2","0063AAEF","d b mcgarrah","sandia national laboratories"
"0B78A057","3FC42C57","0061668A","m j hafich","sandia national laboratories"
"0B78A057","3FC42C57","0061668A","m j hafich","sandia national laboratories"
"0B78A057","3FE07BFD","004FC79E","terry j garino","sandia national laboratories"
"0B78A057","400F29F6","006C5084","shi ying lin","sandia national laboratories"
"0B78A057","400F29F6","006C5084","shi ying lin","sandia national laboratories"
"0B78A057","40293E2F","004AF5AA","darryn fleming","sandia national laboratories"
"0B78A057","4047F762","0064301D","s e bisson","sandia national laboratories"
"0B78A057","404FDAC4","004AF5AA","james pasch","sandia national laboratories"
"0B78A057","405C99EE","004A44B7","p j brannon","sandia national laboratories"
"0B78A057","406885EE","005DBE8C","dennis p roach","sandia national laboratories"
"0B78A057","409AD121","005A856A","r mittra","sandia national laboratories"
"0B78A057","40D35044","004EEC6E","r w lemke","sandia national laboratories"
"0B78A057","40E4D3E2","0082587C","ralph w young","sandia national laboratories"
"0B78A057","40F2333C","0048A1D6","timothy j boyle","sandia national laboratories"
"0B78A057","40FD80B0","004EEC6E","j l porter","sandia national laboratories"
"0B78A057","411B1D5C","0058830F","j f e johnson","sandia national laboratories"
"0B78A057","413DA355","007E46ED","edward i cole","sandia national laboratories"
"0B78A057","416242BB","0048A1D6","pin yang","sandia national laboratories"
"0B78A057","4192939E","0082587C","m s carroll","sandia national laboratories"
"0B78A057","41DBC1E8","005A856A","r e jorgenson","sandia national laboratories"
"0B78A057","41E5E51E","0061668A","h q hou","sandia national laboratories"
"0B78A057","41E5E51E","0061668A","h q hou","sandia national laboratories"
"0B78A057","41E5E51E","006F5E6C","h q hou","sandia national laboratories"
"0B78A057","41F3504B","005DBE8C","john h gieske","sandia national laboratories"
"0B78A057","423CB042","0082587C","james e levy","sandia national laboratories"
"0B78A057","4265260E","00781EDC","timothy s mcdonald","sandia national laboratories"
"0B78A057","42A236EE","00781EDC","mark d ladd","sandia national laboratories"
"0B78A057","42C4B955","0085E2FB","cecil e land","sandia national laboratories"
"0B78A057","42DBE852","00781EDC","gregory j elbring","sandia national laboratories"
"0B78A057","42E5A6B5","0048A1D6","sarah m hoppe","sandia national laboratories"
"0B78A057","42F9B81F","0058830F","sigifredo gonzalez","sandia national laboratories"
"0B78A057","4308DAFD","0061668A","j c zolper","sandia national laboratories"
"0B78A057","4308DAFD","0061668A","j c zolper","sandia national laboratories"
"0BCB37E4","3F2247BB","006E37DB","sukyoub kang","korea maritime and ocean university"
"0BFDC947","431F4779","0048174A","j janecek","superior national school of advanced techniques"
"0C01DCFD","01A70218","0050B939","jeff bilmes","university of washington"
"0C01DCFD","02C4D81B","469998","magdalena balazinska","university of washington"
"0C01DCFD","07B13B91","0082384E","yasuo kuga","university of washington"
"0C01DCFD","07B13B91","0082384E","yasuo kuga","university of washington"
"0C01DCFD","07EFB2DC","0069F83F","susan r heckbert","university of washington"
"0C01DCFD","0818BCDE","007EBC55","m j damborg","university of washington"
"0C01DCFD","0EA1263B","006FA14B","l e atlas","university of washington"
"0C01DCFD","0F52BDC9","850947","tapan s parikh","university of washington"
"0C01DCFD","11050917","0050B939","ivan bulyko","university of washington"
"0C01DCFD","1114A122","0069F83F","paul ciechanowski","university of washington"
"0C01DCFD","1374FB6C","0069F83F","wayne j katon","university of washington"
"0C01DCFD","13DC3A96","006F7A8A","andrew j dombard","university of washington"
"0C01DCFD","18F182F2","00609F74","tetsuo hatsuda","university of washington"
"0C01DCFD","1B616C00","005A6653","bruce balick","university of washington"
"0C01DCFD","209927F1","006CBE03","henry m levy","university of washington"
"0C01DCFD","21737B1A","006F1A3C","kris v kowdley","university of washington"
"0C01DCFD","22F0A48F","845246","santica m marcovina","university of washington"
"0C01DCFD","25BDED89","0082384E","akira ishimaru","university of washington"
"0C01DCFD","25BDED89","0082384E","akira ishimaru","university of washington"
"0C01DCFD","2C2950F6","0043DC49","mary l disis","university of washington"
"0C01DCFD","2D42D0F9","0063556B","alexander e pozhitkov","university of washington"
"0C01DCFD","30B251D5","007343B3","igor v novosselov","university of washington"
"0C01DCFD","3153876F","827895","deborah thomasjones","university of washington"
"0C01DCFD","3A6415F4","0066258A","jashvant d unadkat","university of washington"
"0C01DCFD","3B534220","0045D834","michael d ernst","university of washington"
"0C01DCFD","3BA9CC66","0050B939","mari ostendorf","university of washington"
"0C01DCFD","3BC7E4B5","827895","elaine a thompson","university of washington"
"0C01DCFD","3C3BC8E1","00739E1C","dhirubhai v kanani","university of washington"
"0C01DCFD","3C6EEFE1","006D0B40","jun xin","university of washington"
"0C01DCFD","3D56E265","0071B8F3","samir s deeb","university of washington"
"0C01DCFD","3E565BD8","007343B3","k boyd fackler","university of washington"
"0C01DCFD","3E6357DC","006CBE03","susan eggers","university of washington"
"0C01DCFD","3E8952B5","006FA14B","qin li","university of washington"
"0C01DCFD","3EB1A7BD","005DB846","chi ho eric cheung","university of washington"
"0C01DCFD","3EC1AB0D","0048CAE3","kevin lai","university of washington"
"0C01DCFD","3EC9D14F","007343B3","megan f karalus","university of washington"
"0C01DCFD","3ED09CD4","469998","laurel j orr","university of washington"
"0C01DCFD","3EFAB31F","007897C8","m p anantram","university of washington"
"0C01DCFD","3EFAB31F","007897C8","m p anantram","university of washington"
"0C01DCFD","3F08DB79","469998","f governato","university of washington"
"0C01DCFD","3F09ABBE","00575CF2","gregory m cooper","university of washington"
"0C01DCFD","3F1C5DD7","00566B8A","mirela andronescu","university of washington"
"0C01DCFD","3F324577","578533","prasang upadhyaya","university of washington"
"0C01DCFD","3F35CE2D","0066258A","alice ban ke","university of washington"
"0C01DCFD","3F4F0315","006D950C","chrystie hill","university of washington"
"0C01DCFD","3F5ED824","0061373E","rekha r thomas","university of washington"
"0C01DCFD","3F7B5158","004E74D0","antao chen","university of washington"
"0C01DCFD","3F7B5158","004E74D0","antao chen","university of washington"
"0C01DCFD","3F7F90BE","006D0B40","mingting sun","university of washington"
"0C01DCFD","3F8076A9","0047B19E","j sandhu","university of washington"
"0C01DCFD","3F816D27","007897C8","jie liu","university of washington"
"0C01DCFD","3F816D27","007897C8","jie liu","university of washington"
"0C01DCFD","3F861923","0080CDD8","j g kingsolver","university of washington"
"0C01DCFD","3F9251C1","005868D1","r d olson","university of washington"
"0C01DCFD","3FBE67D6","0048CAE3","liefeng bo","university of washington"
"0C01DCFD","3FC7231B","00707EEF","norman e breslow","university of washington"
"0C01DCFD","40102F5B","006D950C","joseph janes","university of washington"
"0C01DCFD","402CF1FB","006C99C7","ivan king","university of washington"
"0C01DCFD","405D0083","476452","elton t young","university of washington"
"0C01DCFD","4061EB21","007897C8","xu xu","university of washington"
"0C01DCFD","4061EB21","007897C8","xu xu","university of washington"
"0C01DCFD","406EF056","0077842C","j davies","university of washington"
"0C01DCFD","40728916","469998","lauren anderson","university of washington"
"0C01DCFD","4073C240","8.37E+22","sungup choi","university of washington"
"0C01DCFD","407F7BD6","005C8E63","m b blake","university of washington"
"0C01DCFD","40821A4A","526665","peter d ward","university of washington"
"0C01DCFD","408E9A14","005DB846","christina m mastrangelo","university of washington"
"0C01DCFD","408FC713","006F7A8A","roger j phillips","university of washington"
"0C01DCFD","40B26BF6","0080CDD8","robert b srygley","university of washington"
"0C01DCFD","40B70A2E","006CF107","c d jones","university of washington"
"0C01DCFD","40BF8C6E","8.37E+22","tot bui","university of washington"
"0C01DCFD","40CCC44A","469998","daniel halperin","university of washington"
"0C01DCFD","4102A20D","850947","paul javid","university of washington"
"0C01DCFD","4117D5ED","005D618C","r a yotter","university of washington"
"0C01DCFD","411DE928","006CBE03","joshua a redstone","university of washington"
"0C01DCFD","411EDE63","005D618C","dale wilson","university of washington"
"0C01DCFD","41310CD9","007EBC55","m sznaier","university of washington"
"0C01DCFD","4141A9B3","007263F5","leung tsang","university of washington"
"0C01DCFD","4141A9B3","007263F5","leung tsang","university of washington"
"0C01DCFD","4148B2E6","469998","thomas quinn","university of washington"
"0C01DCFD","414A26ED","0077842C","p sullivan","university of washington"
"0C01DCFD","41534202","00707EEF","jami moksness","university of washington"
"0C01DCFD","4157739D","004D0413","mehran mesbahi","university of washington"
"0C01DCFD","417F7F1A","006D950C","alex rolfe","university of washington"
"0C01DCFD","4189AE85","0077842C","jocelyn takayesu","university of washington"
"0C01DCFD","418C1A9D","8.37E+22","rodney j y ho","university of washington"
"0C01DCFD","41BD5EAB","0052C9B1","r namani","university of washington"
"0C01DCFD","41BF9C2D","476452","michael morrison","university of washington"
"0C01DCFD","41CC6D3E","469998","jennifer ortiz","university of washington"
"0C01DCFD","41DCCB29","007343B3","john c kramlich","university of washington"
"0C01DCFD","42223E3A","005F9D68","taylor g sandison","university of washington"
"0C01DCFD","4223E500","006EBDDD","m m eliot","university of washington"
"0C01DCFD","42277F37","007D6647","jie guo","university of washington"
"0C01DCFD","42277F37","007D6647","jie guo","university of washington"
"0C01DCFD","422B6D89","526665","randall s perry","university of washington"
"0C01DCFD","422F7CA5","00739E1C","k h okeefe","university of washington"
"0C01DCFD","4246B252","005868D1","p s mushlin","university of washington"
"0C01DCFD","424E73FA","0077842C","larry r dalton","university of washington"
"0C01DCFD","42511BC6","0048CAE3","dieter fox","university of washington"
"0C01DCFD","42586EF3","476452","s k thukral","university of washington"
"0C01DCFD","42658EC9","0069F83F","lisa h williams","university of washington"
"0C01DCFD","4272BE64","469998","lee lee choo","university of washington"
"0C01DCFD","427C8655","00846FD1","aseem prakash","university of washington"
"0C01DCFD","427ECE1D","0045D834","sai zhang","university of washington"
"0C01DCFD","42905387","0057159B","charles loop","university of washington"
"0C01DCFD","4295F361","845246","steven e kahn","university of washington"
"0C01DCFD","42A0F1DF","007343B3","phillip c malte","university of washington"
"0C01DCFD","42C6E9B3","004B43DB","pablo montoya","university of washington"
"0C01DCFD","42C7BFC4","827895","leona l eggert","university of washington"
"0C01DCFD","42D1044B","004D0413","airlie chapman","university of washington"
"0C01DCFD","430456EF","8.38E+08","m azadeh","university of washington"
"0C01DCFD","4310DF09","00790C61","merritt e a sarfaty s jobling m g chang t holmes r k hirst t r hol w g","university of washington"
"0C01DCFD","4317B9B6","007D6647","jianjun guo","university of washington"
"0C01DCFD","4317B9B6","007D6647","jianjun guo","university of washington"
"0C37CBAD","00877CA6","0085C6C3","dai tongyu","harbin institute of technology"
"0C37CBAD","0361DBEC","0085C6C3","yao baoquan","harbin institute of technology"
"0C37CBAD","090324CE","005F58D2","wang youshan","harbin institute of technology"
"0C37CBAD","096A2196","005F58D2","zhao guifan","harbin institute of technology"
"0C37CBAD","0E3C1CA1","0085C6C3","ligang","harbin institute of technology"
"0C37CBAD","0EFD262D","0085C6C3","wang yuezhu","harbin institute of technology"
"0C37CBAD","13CF7A8E","0070ADE0","zhang xingyuan","harbin institute of technology"
"0C37CBAD","14C40BEC","005F58D2","yang dongyu","harbin institute of technology"
"0C37CBAD","2B6EC66E","005BBDFE","ge lianzheng","harbin institute of technology"
"0C37CBAD","2DC0733A","006EB84B","guangren duan","harbin institute of technology"
"0C37CBAD","388D6C3B","0048EE5C","guijun xian","harbin institute of technology"
"0C37CBAD","3AD48BAB","00775CAE","yong huang","harbin institute of technology"
"0C37CBAD","3BA885D6","0077ABFA","bo wu","harbin institute of technology"
"0C37CBAD","3C54104C","005BBDFE","cao chuqing","harbin institute of technology"
"0C37CBAD","3CC9D2CA","00835D8E","ping zheng","harbin institute of technology"
"0C37CBAD","3E5B06C3","00784B9C","jinbao li","harbin institute of technology"
"0C37CBAD","3E765BF1","007D1A18","jian wu","harbin institute of technology"
"0C37CBAD","3E8B85CA","0085C6C3","shen yingjie","harbin institute of technology"
"0C37CBAD","3E92CC57","005DFDA7","shao jingbo","harbin institute of technology"
"0C37CBAD","3E97D457","006EB84B","yu xue","harbin institute of technology"
"0C37CBAD","3E9A0DF2","006EB84B","aiguo wu","harbin institute of technology"
"0C37CBAD","3EB115BB","486127","zhigang chen","harbin institute of technology"
"0C37CBAD","3EB90541","486127","guangyu zhang","harbin institute of technology"
"0C37CBAD","3ECA36A3","0064E7BE","siyao cheng","harbin institute of technology"
"0C37CBAD","3ECEB135","0054668A","yaowu wang","harbin institute of technology"
"0C37CBAD","3ED39AD9","007701D7","xin yang","harbin institute of technology"
"0C37CBAD","3EDB06F3","00775CAE","hui li","harbin institute of technology"
"0C37CBAD","3EDB06F3","0048EE5C","hui li","harbin institute of technology"
"0C37CBAD","3EF282FB","0054668A","xiaolong xue","harbin institute of technology"
"0C37CBAD","3EF42BF4","006E64C2","zhenshen qu","harbin institute of technology"
"0C37CBAD","3EF8AB72","0081A63E","yaxin liu","harbin institute of technology"
"0C37CBAD","3EFB6684","0053EA46","y z wang","harbin institute of technology"
"0C37CBAD","3F02DC5F","00656BB6","debin zhao","harbin institute of technology"
"0C37CBAD","3F02DC5F","00656BB6","debin zhao","harbin institute of technology"
"0C37CBAD","3F0B41FE","00538CF8","fujuan guo","harbin institute of technology"
"0C37CBAD","3F24243D","007701D7","ying ma","harbin institute of technology"
"0C37CBAD","3F2B47F6","0081A63E","liguo chen","harbin institute of technology"
"0C37CBAD","3F4383BE","008169FC","lianshan lin","harbin institute of technology"
"0C37CBAD","3F445877","006D36D1","dongyan tang","harbin institute of technology"
"0C37CBAD","3F58D1B8","0077ABFA","yanlang dong","harbin institute of technology"
"0C37CBAD","3F60BBF1","007701D7","jiwen cui","harbin institute of technology"
"0C37CBAD","3F6B6D33","0077ABFA","dongguang xu","harbin institute of technology"
"0C37CBAD","3F816D27","006D36D1","jie liu","harbin institute of technology"
"0C37CBAD","3F86FEA6","006E64C2","fan wen","harbin institute of technology"
"0C37CBAD","3F99341A","0053EA46","c t wu","harbin institute of technology"
"0C37CBAD","3FA85B85","486127","f zhou","harbin institute of technology"
"0C37CBAD","3FA91EE7","0077ABFA","shenglin wu","harbin institute of technology"
"0C37CBAD","3FBA3E9D","006E64C2","bin hu","harbin institute of technology"
"0C37CBAD","3FBAB4FF","0081A63E","lining sun","harbin institute of technology"
"0C37CBAD","3FBAB4FF","004A132A","lining sun","harbin institute of technology"
"0C37CBAD","3FBD2479","004A132A","mantian li","harbin institute of technology"
"0C37CBAD","3FC10E79","0063D399","jiajun wen","harbin institute of technology"
"0C37CBAD","3FDE291E","007701D7","j w qiu","harbin institute of technology"
"0C37CBAD","3FE314E6","00835D8E","qian wu","harbin institute of technology"
"0C37CBAD","3FF2B9C0","00835D8E","wei shi","harbin institute of technology"
"0C37CBAD","3FFF6223","008169FC","xianhe shao","harbin institute of technology"
"0C37CBAD","40131DD4","004A132A","yanyan chu","harbin institute of technology"
"0C37CBAD","401D969B","00495E5B","zhang qinyu","harbin institute of technology"
"0C37CBAD","401D969B","00495E5B","zhang qinyu","harbin institute of technology"
"0C37CBAD","401D969B","00495E5B","zhang qinyu","harbin institute of technology"
"0C37CBAD","4025815B","0053EA46","y f li","harbin institute of technology"
"0C37CBAD","4031179A","0085C6C3","ju youlun","harbin institute of technology"
"0C37CBAD","40371AB9","005DFDA7","li fangfang","harbin institute of technology"
"0C37CBAD","4057CC86","0077ABFA","keding zhao","harbin institute of technology"
"0C37CBAD","40723469","008169FC","xi li","harbin institute of technology"
"0C37CBAD","4082368E","750554","ma yun fei","harbin institute of technology"
"0C37CBAD","40B7C9A6","007D1A18","fanyi meng","harbin institute of technology"
"0C37CBAD","40BA8E72","007DBB88","wei cai","harbin institute of technology"
"0C37CBAD","40BB9CE3","00775CAE","yongchao yang","harbin institute of technology"
"0C37CBAD","40BC176A","00842AC3","chaoyong li","harbin institute of technology"
"0C37CBAD","40C6D7B9","006D36D1","yudi guo","harbin institute of technology"
"0C37CBAD","40DD31E4","0070ADE0","liu jixiao","harbin institute of technology"
"0C37CBAD","40E82D52","005BBDFE","li ruifeng","harbin institute of technology"
"0C37CBAD","40F02165","0085C6C3","duan xiaoming","harbin institute of technology"
"0C37CBAD","40F0DDE7","0050EB83","xiangyu chen","harbin institute of technology"
"0C37CBAD","40F6EA20","486127","dewei sun","harbin institute of technology"
"0C37CBAD","41062F0B","007DBB88","jiehe sui","harbin institute of technology"
"0C37CBAD","41078DE0","480920","huifeng tan","harbin institute of technology"
"0C37CBAD","410AA58D","00538CF8","dongmei yang","harbin institute of technology"
"0C37CBAD","410BC202","005072C6","guilin li","harbin institute of technology"
"0C37CBAD","4114F1AF","004F9FAE","shengyang he","harbin institute of technology"
"0C37CBAD","4132E7EF","005F58D2","zhu yueying","harbin institute of technology"
"0C37CBAD","4161C19C","0070ADE0","li songjing","harbin institute of technology"
"0C37CBAD","417E2A28","004F9FAE","yaqin zhao","harbin institute of technology"
"0C37CBAD","418A8C5F","00709CDF","jingjie guo","harbin institute of technology"
"0C37CBAD","41910D47","00495E5B","meng jing","harbin institute of technology"
"0C37CBAD","41910D47","00495E5B","meng jing","harbin institute of technology"
"0C37CBAD","41910D47","00495E5B","meng jing","harbin institute of technology"
"0C37CBAD","41AF18DA","0081A63E","yufeng yao","harbin institute of technology"
"0C37CBAD","41B82F8D","007DBB88","zhijiang wang","harbin institute of technology"
"0C37CBAD","41B9AC90","00495E5B","lu ting","harbin institute of technology"
"0C37CBAD","41B9AC90","00495E5B","lu ting","harbin institute of technology"
"0C37CBAD","41B9AC90","00495E5B","lu ting","harbin institute of technology"
"0C37CBAD","41E0ED61","004E2A88","jiangyuan mei","harbin institute of technology"
"0C37CBAD","41EB94C4","0048EE5C","chuan wang","harbin institute of technology"
"0C37CBAD","41ED90E6","006E64C2","changhong wang","harbin institute of technology"
"0C37CBAD","41FD9C69","007BF333","shu jie","harbin institute of technology"
"0C37CBAD","421E70DD","00709CDF","hengzhi fu","harbin institute of technology"
"0C37CBAD","4224DD3B","007D1A18","mingfeng wu","harbin institute of technology"
"0C37CBAD","422BC68D","004E2A88","chunwei song","harbin institute of technology"
"0C37CBAD","4236A672","00835D8E","chengde tong","harbin institute of technology"
"0C37CBAD","423796BE","0053EA46","y l ju","harbin institute of technology"
"0C37CBAD","4243D9A5","0064E7BE","jianzhong li","harbin institute of technology"
"0C37CBAD","4243D9A5","0084F060","jianzhong li","harbin institute of technology"
"0C37CBAD","4243D9A5","005072C6","jianzhong li","harbin institute of technology"
"0C37CBAD","424CA47B","007701D7","d c xu","harbin institute of technology"
"0C37CBAD","42506E9D","00835D8E","jing zhao","harbin institute of technology"
"0C37CBAD","4250A7ED","007D1A18","lewei li","harbin institute of technology"
"0C37CBAD","425A5635","00835D8E","ranran liu","harbin institute of technology"
"0C37CBAD","4263939B","0067C02B","han ji qing","harbin institute of technology"
"0C37CBAD","426D835E","00842AC3","wuxing jing","harbin institute of technology"
"0C37CBAD","4278707D","480920","yunliang li","harbin institute of technology"
"0C37CBAD","42AE3628","004E2A88","changxing ding","harbin institute of technology"
"0C37CBAD","42B5CA93","00709CDF","y bai","harbin institute of technology"
"0C37CBAD","42B8F5E3","005F58D2","wang dafang","harbin institute of technology"
"0C37CBAD","42E51600","004E2A88","huijun gao","harbin institute of technology"
"0C37CBAD","42F1DC49","0063D399","yan chen","harbin institute of technology"
"0C37CBAD","42F98EB4","007D1A18","qun wu","harbin institute of technology"
"0C37CBAD","42FB3CD2","0084F060","wei zhang","harbin institute of technology"
"0C37CBAD","430E9479","00709CDF","weisheng bi","harbin institute of technology"
"0C37CBAD","4315075D","00709CDF","daming xu","harbin institute of technology"
"0C37CBAD","432DF19C","005072C6","longjiang guo","harbin institute of technology"
"0C629EED","42339045","0049170E","md selim habib","lahore university of management sciences"
"0D877EE0","4135E726","00655CDB","r m samant","narsee monjee institute of management studies"
"0E7B8453","3EE4BE59","005FBD35","t colombo","instituto portugues do mar e da atmosfera"
"0EF6F94F","3FE24677","833104","s riter","terex"
"0F36910E","31F68BE3","006F65E0","p laguna","university of zaragoza"
"0F36910E","3CAC718D","0048C7FF","i marqueslopes","university of zaragoza"
